feature,coefficient,absolute_coefficient
trip_duration_min,-1.1233245102703744,1.1233245102703744
fare_amount,0.7781504342958253,0.7781504342958253
hour_sin,-0.30192491250753706,0.30192491250753706
trip_distance,-0.28532054532182954,0.28532054532182954
hour_cos,-0.07178331007035402,0.07178331007035402
passenger_count,0.05782233666311342,0.05782233666311342
